seq,text,id,score
13480,商家 服务态度 好 发货 速度 快 顺风 陆运 依然 很快 国行 256G 非常 爽 智能手机 好多年 用过 塞班 黑莓 安卓 这是 第一次 身边 大多数 人 不是 那种 常 折腾 人 很少 刷机 希望 经常 卡顿 知识 希望 流畅 外观 漂亮 拍照 效果 好 不是 安卓粉 不是 米粉 从安卓 系统 转 苹果 系统 后 真实 感受 写 出来 果粉 略过 其实 喜欢 黑莓 全 键盘 喜欢 安卓 开放性 喜欢 苹果 系统 稳定性 流畅 主张 大家 购买 适合 不是 听信 别人 选择 最 适合 最好 强大 3D Touch 手势 操作 ios10 系统 强大 健康 功能 Widget 强大 3D Touch 翻机亮 屏 IP67 防尘 防水 能够 应付 日常 环境 全新 设计 摄像头 新增 亮 黑 磨砂 黑 配色 大家 最 喜欢 颜色 便捷 控制中心 依然 快速 打开 关闭 ldquo 移动 网络 rdquo 地方 遗憾 快速 充电 功能 充电 需要 两个 小时 方便 满意 商家 服务 不错 正品 行货 值得 信赖 还会 再 全 5 分 好评,18,55.327074270694105
7819,很少 写 评论 比较 懒 淘宝 购物 算是 十来 年 每年 十来 万 买家 级别 懂 hellip hellip 写 是因为 四方面 第一 服务 好 打算 买 其实 分期 下来 5900 左右 差价 不到 500 元 官 换机 全新 机 分期 这点 差价 真 不算什么 先后 聊 将近 两个 小时 态度 惊讶 基于 情况 感动 第二 收到 后 马上 苹果 内部 朋友 查 Gxs 正品 行货 保卡 340 天 满意 决定 写 评论 推荐 买家 参考 第三 上面 表述 其实 机子 两个 问题 微信 运行 时 AssisTouch 有时 不灵敏 具体表现 点击 无 反应 之前 6 问题 应该 不是 产品 问题 可能 微信 本事 版本 iOS 系统 兼容问题 服务 想 想法 惊讶 微信 语音 使用 听筒 模式 声音 小 可怜 周围 安静 下 勉强 听 清楚 使用 扬声器 正常 使用 其他软件 正常 同样 认为 系统 微信 版本 问题 iPhone6 问题 信任 当然 可能 以上 观点 错误 朋友 坚信 感觉 可能 脱 不要 忽悠,265,53.77624508582802
8951,黄屏 电流 声 可用内存 太 少 请 看图 无 纸质 发票 我全 占 收到 货 第二天 提交 退款 店铺 客服 听说 退换货 半天 回 一句 爱 搭 不理 状态 显示 天猫 人工 客服 四五天 才 会 介入 T M 搞笑 七天 内 退换货 好 七天 不是 七个 月 介入 黄花菜 都 凉 无奈 打电话 销售 公司 说 必须 去 售后 检测 买 时说 七天 无 理由 退货 原来 假 满足 不许 激活 影响 第二次 销售 擦 没 激活 发现 问题 带上 手机配件 身份证 打印 出来 纸质 发票 卧 槽 不是 说 电子 管用 发 纸质 现在 却 好意思 纸质 脸 思来想去 第一 实在 忙 没空 第二 去 所谓 售后 检测 利息 相关者 检测 时 要说 电流 声 正常 范围 影响 使用 太阳 傻笑 第三 折腾 折腾 去 好多天 折腾 打电话 想想 都 烦 hellip 收货 这次 我认 绝逼 不再 淘宝 or 天猫 买 电子产品 过去 现在 ldquo 血 rdquo 教训 去京 ＠ 东 ＠ ＠ 营多花 几百 图个 好 货 图个 逞心如意 图个 ldquo 少 事儿 rdquo,91,53.41700348252718
33936,双 十二 购买 双十 物流 快 双十 价格比 双 十二 便宜 一百 十七八天 还 发货 处 联系 客服 自动 回复 前面 人 排队 等候 难得 联系 一次 加 确认 天数 几分钟 后 联系 不到 客服 再 等待 直到 快 自动 确认 那天 没见 只能 退款 双 十二 收到 比较 幸运 小票 价格 显示 好 优惠券 红包 天猫 积分 后 价格 我天 猫 积分 积累 比较 送人 价格 显示 会 比较 正常 说 说 亮 黑色 一体化 外观 容易 染指 纹 比较 好看 知道 屏幕 小 原因 敏感度 原因 打字 方便 特别 屏幕 边缘 处 Wi - Fi 连接 公共 网络 类 需要 验证 第一次 链接 过断 网后 第二次 再 连接 经常 无法 验证 比较 畅通 应用 会 自动更新 更新 软件 图标 上 会 提示 强迫症 来说 比较 尴尬 装 美图 拍照 无法 重力 指示 改变 拍照 横竖 方向 比较 麻烦 功能 继续 研究 中 新 问题 再 补充,139,51.60419964042067
6459,实话实说 港版 后封 早 3 天 保修 10 月 4 号 机器 10 月 7 号 下单 看 第二批 机器 机器 未激活 配件 正 转接头 通话 线控 5293 国庆 价 良心 电池 循环 3 次 勉强 正常 3 码 合一 跑 分 正常 qq 安卓 选项 证明 不是 华强北 高仿 屏幕 不会 验 6s 手电筒 散射 办法 来说 正 分辨率 来说 没 问题 查 不是 官 换机 通病 电流 声 问题 接受 暖屏 对比 没 问题 电池 不会 验 送 水晶 透明 套 膜 反正 都 没用 总体 来说 非常 非常 满意 卖家 都 实话实说 电池 循环 问题 后封 问题 保修期 问题 都 如实 说 店家 放心 当时 价格 好 以前 买 都 自动 收货 懒得 评价 全 5 星 好评 买 之前 找店 找 好久 知道 买 人 看不见 别人 评价 会 纠结 专门 评价,47,51.451297620861276
21777,机子 真机 全新 是不是 官换 是不是 全新 懂 只 懂得 拿到 手 用过 痕迹 12 月 1 号 下单 2 号 10 月 30 号 激活 也就是说 已经 激活 一个月 考虑 老板 说 日版 有锁 懂 激活 时间 理解 大家 分享 下 大家 最 关注 问题 使用 网络 问题 所在 地区 应该 电信 信号 比较 强 地方 厕所 宿舍 图书馆 地方 比较 差 2 格 信号 基本 满足 所有 需求 地方 大致 三格 四格 左右 地方 信号 方面 基本 满足 需求 下载速度 达到 5 10 兆 一些 地方 达到 5 格 信号 5 格 完美 地方 都 知道 都 每天 上班 下班 吃饭 睡觉 一片 区域 使用 感想 7 实在 16 年 最具 魅力 亮 黑色 帅到 没 朋友 简约 大气 home 键 灵敏 不行 手上 有水 汗 油 瞬间 解锁 比方说 home 键 点亮 屏幕 看 下 时间 直接 识别 指纹 解锁 灵敏 不行 功能 苹果 机友 都 知道 说 大家 越 考虑 越晚 现在 买 到手 基本 激活 一个月 再 买 都 已经 激活 两个 月,107,51.1330665260463
25476,收到 时 小盒 里面 有个 支架 保护膜 软壳 旅游 宣传册 卡贴 包 已经 开封 配备 本来 取卡针 充电 线 硬 估计 不是 正版 知道 是不是 材质 数据线 上面 激光 打印 加利福尼亚 制造 耳机 转接头 倒 还好 软软 不像 假 起码 印字 买 128G 3Dtouch 方便 毕竟 之前 4s 安兔 兔 评测 第一次 17.4 万 第二次 15.5 万 第三次 17.6 万 拍照 功能 6s 对比 6s 偏黄 一些 差异 倒 看不出来 6s 区别 大 白带 背面 信息 少 一行 图标 正面 孔位 一些 改变 整体 感觉 7 很轻 薄 装在 口袋 里 老 感觉 折断 不像 4S 那种 厚重感 home 键 设计 到位 完全 像是 不能 指纹 感应 比较 方便 很快 进去 说 送 膜 壳 很烂 膜 基本上 不妨 指纹 贴 上 老 感觉 油腻腻 壳 手感 超烂 好 壳 孔位 不错 电量 非常 不错 A10 处理器 很快 iOS 消息 弹窗 太 麻烦 拉 上去 烦得 要死 照片 流 没 失败 系统 不错 很快 耳机 音效 很棒 功放 欢迎 问 问题 看到 解惑,100,50.50771701515832
28674,几天 才 评价 总体 感觉 好 a10 处理器 强大 不少 体验 流畅 耗电 低 不少 充满 电过 一晚 依然 100 % 使用 频率 1.5 天 没 问题 本人 买 美版 128g 经验 证为 未 拆封 未激活 全新 一塌糊涂 随机 送到 膜 水晶 软套 质量 钢化 膜 配 套 凑合 反正 日常 无所谓 档次 机器 使用 一周 无 死机 重启 现象 也许 玩游戏 缘故 再 看 情况 屏幕 黄平 现象 基本 想象 中 蓝牙 连接 华为 b2 没什么 问题 通话 没 断流 声 也许 本人 耳朵 敏感 近期 使用 再 看 情况 追加 评论 相信 完全 需要 保修 买 国行 港行 真要 坏 基本 过保 之后 发生 事 锤子 本人 上 5s 两年 半 电池 废 全 OK 后来 换 电池 满血 复活 现在 ipod 注定 消费 电子产品 物尽其用 OK 本次 消费 还 算 满意 卖家 配货慢 些 13 号 拍 下 15 号 半夜 才 发货 不知 情况 也许 顺丰 双十 限制 揽件 反正 到货 说,85,49.22455186877504
21764,买 可谓 容易 选 玫瑰 金 后来 银色 店家 换成 银色 本来 已经 发货 再 去 麻烦 别人 挺 不好意思 好 店家 好 态度 帮 换 本来 几天 前 刚好 几天 都 在家 放在 快递 没 来得及 感觉 耽误 这么久 确认 收货 感觉 挺 不好意思 昨天 满心欢喜 拿到 发现 不能 3g 手机卡 再 去 办 一张 4g 卡 之前 卡 不是 本地 不能 升级 4g 按着 店家 提示 弄 久 没 办法 调成 4g 最后 索性 只用 3g 反正 之前 电信 3g 其实 电信 3g 网速 很快 最后 稍微 一点点 遗憾 弄 长时间 客服 小哥 搞 无语 好 耐心 教 机会 试试 4g 卡 充电 很快 目前 挺 好 拍照 声音 截图 声音 太大 拍照 声音 已经 开 live photo 已经 截图 只能 越狱 才能 解决 起来 没 毛病 才 最 重要 小毛病 都 忽视 毕竟 价钱 差不多,107,48.844712010844496
6519,实话实说 港版 后封 早 3 天 保修 10 月 4 号 机器 10 月 7 号 下单 看 第二批 机器 机器 未激活 配件 正 转接头 通话 线控 5293 国庆 价 良心 电池 循环 3 次 勉强 正常 3 码 合一 跑 分 正常 qq 安卓 选项 证明 不是 华强北 高仿 屏幕 不会 验 6s 手电筒 散射 办法 来说 正 分辨率 来说 没 问题 查 不是 官 换机 通病 电流 声 问题 接受 暖屏 对比 没 问题 电池 不会 验 送 水晶 透明 套 膜 反正 都 没用 总体 来说 非常 非常 满意 卖家 都 实话实说 电池 循环 问题 后封 问题 保修期 问题 都 如实 说 店家 放心 当时 价格 好 以前 买 都 自动 收货 懒得 评价 全 5 星 好评 买 之前 找店 找 好久 知道 买 人 看不见 别人 评价 会 纠结 专门 评价,47,48.68212622225347
22460,用日版 有锁机 4 5s 再 7 最 用卡贴 每次 开机 还要 拨 112 破解 后面 解 ki 写 双模卡 日版用 起来 感觉 越来越 顺手 这次 换 7 特意 店家 最 优惠 do 版 本来 双模卡 数据 之前 写 卡 软件 找 出来 百度 一下 do 运营商 数据 写卡 插入 机器 熟悉 联通 3G 出现 当然 双模卡 用户 特殊 福利 很多 没用过 日版 有锁机 人 嫌 麻烦 麻烦 只能 说 没 找到 解决问题 核心 说 机器 本身 磨砂 黑 128G 质感 个人感觉 比亮 黑有 内涵 最 接受 不了 那种 钢琴漆 布满 指纹 感觉 买 gsx 查询 一下 国庆节 期间 激活 老板 口头 答复 激活 时间 一周 以内 稍长 点 接受 毕竟 才 上市 一个月 机器 配件 真伪 关心 都 不会 去 拆封 之前 5s 送 耳机 未用过 只能 说 原配 耳机 效果 实在 入 不了 耳 老板 发 顺丰 隔天 算是 很快 配 膜 壳子 实在 淘 已经 路上 相信 这部 7 起码 再战 三年,107,48.56238003182524
34662,信号 只 显示 两 格 影响 通话 没 计算 充电 速度 时间 晚上 睡觉 才 充电 比安卓 系统 快 下载 软件 比较 麻烦 上网 安全 不会 再 以前 跳出 广告 不好 网站 一定 买 大 内存 不了 多久 就会慢 其实 个人 觉得 64G 刚好 只能 买 128G 挺 好 现在 下载 音乐 都 选择 高品质 不用 再 计较 文件大小 拍照 效果 满意 浏览 相片 还 电影 呈现 喜欢 玩游戏 喜欢 买东 听 音乐 拍照 录 视频 聊微信 睡觉 30 % 电 目前 还 发现 发热 情况 好 尤其 带上 耳机 低音炮 超 好听 银色 超 漂亮 客服 物流 真的 太 人 失望 第一次 易 购买 挺 生气 客服 基本 不理 人 全都 自动 回复 包裹 大庆 三天 投递 好不容易 客服 回复 对不起 知道 都 知道 客服,139,48.43552071513168
10998,总体 来说 非常 满意 小 张家 第三个 苹果 产品 港版 苹果 产品 都 只 信赖 小张 一家 牌子 最后 兜兜 转转 回来 小 张家 买 苹果 是因为 大约 四年 前 小 张家 买 4s 直到现在 都 正常 使用 从未 修过 他家 买 iPad 好 这次 购买 7 专门 试用 几天 才 评价 查过 正品 系统 整体 流畅 音效 出色 暂时 出现 6s 那种 会 冻 关机 尴尬 玫瑰 金色 非常适合 女孩子 温柔 美丽 提醒 大家 7 原装 耳机 有线 US B型 不是 蓝牙 整体 来说 符合 苹果 应有 极致 追求 细节 感觉 小 张家 附赠 购物 小票 小票 上 会 对应 每台 机器 唯一 码 非常 人 放心 还 送 充电 转接头 希望 小 张家 越来越 红火 能够 一贯 保持 高品质 全 五星,43,48.01299271722273
21654,买 可谓 容易 选 玫瑰 金 后来 银色 店家 换成 银色 本来 已经 发货 再 去 麻烦 别人 挺 不好意思 好 店家 好 态度 帮 换 本来 几天 前 刚好 几天 都 在家 放在 快递 没 来得及 感觉 耽误 这么久 确认 收货 感觉 挺 不好意思 昨天 满心欢喜 拿到 发现 不能 3g 手机卡 再 去 办 一张 4g 卡 之前 卡 不是 本地 不能 升级 4g 按着 店家 提示 弄 久 没 办法 调成 4g 最后 索性 只用 3g 反正 之前 电信 3g 其实 电信 3g 网速 很快 最后 稍微 一点点 遗憾 弄 长时间 客服 小哥 搞 无语 好 耐心 教 机会 试试 4g 卡 充电 很快 目前 挺 好 拍照 声音 截图 声音 太大 拍照 声音 已经 开 live photo 已经 截图 只能 越狱 才能 解决 起来 没 毛病 才 最 重要 小毛病 都 忽视 毕竟 价钱 差不多,107,47.81020114195931
21768,很多 买家 关注 久 看 很多 评论 才 买 之前 从来 买过 日版 锁 机器 贪图便宜 每年 都 换代 这次 尝试 购买 锁 机器 使用 正常 买 单机 头 外观 无 磨损 全新 版本 循环 充电 1 次 有锁机 小白 都 懂 收到 后 迫不及待 使用 店主 赠送 卡 贴 咨询 店主 解锁 店主 告知 选择 JP AU 弄 一天 都 SIM卡 无 服务 当时 内心 崩溃 以为 买 砖头 晚上 再次 问 售后 客服 客服 告知 选择 JP AU 选择 收货 一天 难熬 测试 不下 10 次 都 失败 最后 一次 选择 JP 信号 奇迹 般的 出现 我用 电信 4G 卡 广东地区 3G 相当 稳定 重新启动 后 会 掉线 输入 引导 立刻 信号 回来 25 秒 样子 使用 3 天 稳定 强迫 证 果断 工厂 解锁 现在 等待 中 机子 好 贪便宜 想 装 X 买 日版 第一次 尝试 成功 大家 放心 购买,107,47.71848969161991
10865,淘宝 逛 很多 间 卖 苹果 苹果 旗舰店 都 逛 知道 次 旗舰店 机器人 都 没人 回复 机器人 回复 看着 烦人 问题 不好 沟通 犹豫 原本 想 买 6sp 看到 淘宝 上面 很多 官 换机 懂 官 换机 科普 一下 后来 考虑 cpu 问题 淘宝 找 谱 一点 几千块 钱 说 实在 放心 店 卖家 沟通 很多 烦 老板 搞 都 不好意思 听说 七 不行 问 很多 朋友 苹果 7 人 都 说 七 还行 7p 稳定 店家 沟通 好后 还 犹豫 看了又看 淘宝 页面 倒像 专业 代购 最后 决定 买 十月 27 买 今天 才 评价 感觉 都 还行 暂时 还 问题 物流 挺快 当时 还 担心 星期五 不了 火车 顺丰 快递 员 太 不靠 谱 真的 去 没管 是不是 本人 希望 有待 改进 我想 问下 买 分 12 期 宝宝 心累,158,46.9672486372239
34707,是从 6p 换到 7 看 活动 价格 优惠 应该 不会 换 磨砂 黑 好看 起来 容易 脏 一天 下来 灰尘 屏幕 上 一览无遗 听筒 上方 屏幕 边缘 中框 接合处 缝隙 略大 大 一点 灰尘 都 进去 不好 清理 只能 A4 纸 插入 后 挑出 灰尘 小 7 强大 性能 软件 载入 速度 的确 提高 不少 如微博 淘宝 屏幕 电量 蛋疼 屏幕 小 很多 没 6p 显示 精细 客观 数据 摆在 没 好 说 晚上 飞行 待机 耗电 3 % 左右 以前 6p 掉电 掉 最 掉 1 % 再 来说 下 快递 我大 武汉 17 号 才 配送 发货 好 还好 当天 快递 小哥 面 小刀 熟练 帮 切开 盒子 我验机 看 看 外观 按键 没 毛病 签收 此次 购买 体验 比较满意 希望 明年 优惠 活动,139,46.840736712159526
16105,买 之前 已经 买 另一家 后来 查 验 机子 突然 发现 土木 人 好像 贴 里 看到 说 买 就要 相信 店家 没 必要 问是 真是假 懂 才 刚刚 听到 店 名字 居然 信任 这种 程度 迫不及待 就要 买 他家 机子 穷 狗 之前 纠结 久 不要 换 有没有 必要 换 苹果 买 一次 心里 忐忑 后来 看到 土木 人后 心里 忐忑 没 果断 退 那家 买 这家 莫名 信任 拿到 机子 都 懂 店家 一步 一步 教 机子 真的 看起来 没 问题 相信 说 废话 想 表达 这家 店 真的 值得 信赖 毕竟 差评 不是 白得 好评 没人 看 好评 一下 所有 都 完美 买手机 玩 认准 这家 估计 三五年 后 才 会 换 希望 土木 人 越来越 好 呦 三五年 后 还,52,46.2717182609833
17091,第一次 淘宝 买 抱 忐忑 心情 下单 怕 会 毛病 感谢上帝 手里 好 全新 未激活 盒子 封膜 之前 店里 购买 港版 都 封膜 是不是 后封 看到 一点 心里 挺舒服 起来 反应速度 确实 6 代快 些许 指纹 解锁 真的 秒 解 手里 6 代重些 磨砂 黑色 背面 特别 漂亮 摸 起来 手感 特别 好 知道 iphone6 以上 裸机 握 手里 手感 都 好太多 简直 爱不释手 我怕 摔 乖乖 上 套 防水 性能 找 不到 任何理由 去 做 实验 摄像头 电流 声 方面 验证 一下 确实 摄像头 贴着 耳朵 才 听 得到 一点点 感觉 影响 使用 买家 反应 屏幕 发黄 问题 对比 一下 发现 问题 信号 方面 好 电量 方面 6 有所 提升 配件 方面 没什么 问题 充电器 数据线 6 代 硬 些 谢谢 卖家 送 配件 整体 来说 这次 iphone7 购物 旅是 比较 愉快 几天 才 拍照 上传 确认 收货 确保 机子 问题 当然 如我所愿 大家 放心 购买 以上 观点 仅 买家 参考 祝 大家 这次 购机 之旅 顺利 愉快,29,45.994295858430036
